#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
easyheresy.1.title;Choose a Secret Religion;Choose a Secret Religion;Choose a Secret Religion;;Choose a Secret Religion;;;;;;;;;x
easyheresy.1.desc;Acquire a new secret religion.;Acquire a new secret religion.;Acquire a new secret religion.;;Acquire a new secret religion.;;;;;;;;;x
easyheresy.01a;Catholic;Catholic;Catholic;;Catholic;;;;;;;;;x
easyheresy.01b;Cathar;Cathar;Cathar;;Cathar;;;;;;;;;x
easyheresy.01c;Fraticelli;Fraticelli;Fraticelli;;Fraticelli;;;;;;;;;x
easyheresy.01d;Show More;Show More;Show More;;Show More;;;;;;;;;x
easyheresy.02a;Lollard;Lollard;Lollard;;Lollard;;;;;;;;;x
easyheresy.02b;Waldensian;Waldensian;Waldensian;;Waldensian;;;;;;;;;x
easyheresy.02c;Adoptionist;Adoptionist;Adoptionist;;Adoptionist;;;;;;;;;x
easyheresy.02d;Show More;Show More;Show More;;Show More;;;;;;;;;x
easyheresy.03a;Arian;Arian;Arian;;Arian;;;;;;;;;x
easyheresy.03b;Orthodox;Orthodox;Orthodox;;Orthodox;;;;;;;;;x
easyheresy.03c;Bogomilist;Bogomilist;Bogomilist;;Bogomilist;;;;;;;;;x
easyheresy.03d;Show More;Show More;Show More;;Show More;;;;;;;;;x
easyheresy.04a;Monothelite;Monothelite;Monothelite;;Monothelite;;;;;;;;;x
easyheresy.04b;Iconoclast;Iconoclast;Iconoclast;;Iconoclast;;;;;;;;;x
easyheresy.04c;West Syriac;West Syriac;West Syriac;;West Syriac;;;;;;;;;x
easyheresy.04d;Show More;Show More;Show More;;Show More;;;;;;;;;x
easyheresy.05a;Maronite;Maronite;Maronite;;Maronite;;;;;;;;;x
easyheresy.05b;Miaphysite;Miaphysite;Miaphysite;;Miaphysite;;;;;;;;;x
easyheresy.05c;Monophysite;Monophysite;Monophysite;;Monophysite;;;;;;;;;x
easyheresy.05d;Show More;Show More;Show More;;Show More;;;;;;;;;x
easyheresy.06a;Apostolic;Apostolic;Apostolic;;Apostolic;;;;;;;;;x
easyheresy.06b;Paulician;Paulician;Paulician;;Paulician;;;;;;;;;x
easyheresy.06c;Tondrakian;Tondrakian;Tondrakian;;Tondrakian;;;;;;;;;x
easyheresy.06d;Show More;Show More;Show More;;Show More;;;;;;;;;x
easyheresy.07a;East Syriac;East Syriac;East Syriac;;East Syriac;;;;;;;;;x
easyheresy.07b;Messalian;Messalian;Messalian;;Messalian;;;;;;;;;x
easyheresy.07c;Chalcedonian;Chalcedonian;Chalcedonian;;Chalcedonian;;;;;;;;;x
easyheresy.07d;Back to Start;Back to Start;Back to Start;;Back to Start;;;;;;;;;x
easyheresy.11a;Sunni;Sunni;Sunni;;Sunni;;;;;;;;;x
easyheresy.11b;Zikri;Zikri;Zikri;;Zikri;;;;;;;;;x
easyheresy.11c;Mahdist;Mahdist;Mahdist;;Mahdist;;;;;;;;;x
easyheresy.11d;Show More;Show More;Show More;;Show More;;;;;;;;;x
easyheresy.12a;Nabawite;Nabawite;Nabawite;;Nabawite;;;;;;;;;x
easyheresy.12b;Ibadi;Ibadi;Ibadi;;Ibadi;;;;;;;;;x
easyheresy.12c;Kharijite;Kharijite;Kharijite;;Kharijite;;;;;;;;;x
easyheresy.12d;Show More;Show More;Show More;;Show More;;;;;;;;;x
easyheresy.13a;Haruri;Haruri;Haruri;;Haruri;;;;;;;;;x
easyheresy.13b;Shiite;Shiite;Shiite;;Shiite;;;;;;;;;x
easyheresy.13c;Waqifite;Waqifite;Waqifite;;Waqifite;;;;;;;;;x
easyheresy.13d;Show More;Show More;Show More;;Show More;;;;;;;;;x
easyheresy.14a;Zaydi;Zaydi;Zaydi;;Zaydi;;;;;;;;;x
easyheresy.14b;Hurufi;Hurufi;Hurufi;;Hurufi;;;;;;;;;x
easyheresy.14c;Ismaili;Ismaili;Ismaili;;Ismaili;;;;;;;;;x
easyheresy.14d;Show More;Show More;Show More;;Show More;;;;;;;;;x
easyheresy.15a;Druze;Druze;Druze;;Druze;;;;;;;;;x
easyheresy.15b;Qarmatian;Qarmatian;Qarmatian;;Qarmatian;;;;;;;;;x
easyheresy.15c;Back to Start;Back to Start;Back to Start;;Back to Start;;;;;;;;;x
easyheresy.21a;Zoroastrian;Zoroastrian;Zoroastrian;;Zoroastrian;;;;;;;;;x
easyheresy.21b;Mazdaki;Mazdaki;Mazdaki;;Mazdaki;;;;;;;;;x
easyheresy.21c;Zurvanist;Zurvanist;Zurvanist;;Zurvanist;;;;;;;;;x
easyheresy.21d;Show More;Show More;Show More;;Show More;;;;;;;;;x
easyheresy.22a;Manichean;Manichean;Manichean;;Manichean;;;;;;;;;x
easyheresy.22b;Mandaean;Mandaean;Mandaean;;Mandaean;;;;;;;;;x
easyheresy.22c;Yazidi;Yazidi;Yazidi;;Yazidi;;;;;;;;;x
easyheresy.22d;Show More;Show More;Show More;;Show More;;;;;;;;;x
easyheresy.23a;Khurmazta;Khurmazta;Khurmazta;;Khurmazta;;;;;;;;;x
easyheresy.23b;Back to Start;Back to Start;Back to Start;;Back to Start;;;;;;;;;x
easyheresy.31a;Jewish;Jewish;Jewish;;Jewish;;;;;;;;;x
