#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
########################################;;;;;;;;;;;;;;
#Xia;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;
##Hexi
#Xingqing
b_xingzhou;Xingzhou;;;;;;;;;;;;;x
b_lingzhou;Lingzhou;;;;;;;;;;;;;x
b_weizhou;Weizhou;;;;;;;;;;;;;x
b_jingzhou;Jingzhou;;;;;;;;;;;;;x
b_huaizhou_xingqing;Huaizhou;;;;;;;;;;;;;x
b_dingzhou;Dingzhou;;;;;;;;;;;;;x
b_shunzhou;Shunzhou;;;;;;;;;;;;;x
#Liangzhou
b_guzang;Guzang;;;;;;;;;;;;;x
b_shenwu_liangzhou;Shenwu;;;;;;;;;;;;;x
b_songchang;Songchang;;;;;;;;;;;;;x
b_tianbao;Tianbao;;;;;;;;;;;;;x
b_xiongzhou;Xiongzhou;;;;;;;;;;;;;x
#Guazhou
b_jinchang;Jinchang;;;;;;;;;;;;;x
b_changle;Changle;;;;;;;;;;;;;x
#Suzhou
b_jiuquan;Jiuquan;;;;;;;;;;;;;x
b_fulu;Fulu;;;;;;;;;;;;;x
#Shazhou
b_dunhuang;Dunhuang;;;;;;;;;;;;;x
b_shouchang;Shouchang;;;;;;;;;;;;;x
b_yumen;Yumen;;;;;;;;;;;;;x
#Ganzhou
b_zhangye;Zhangye;;;;;;;;;;;;;x
b_shandan;Shandan;;;;;;;;;;;;;x
##Henan
#Xiping
b_yanzhou;Yanzhou;;;;;;;;;;;;;x
b_anzhou;Anzhou;;;;;;;;;;;;;x
#Youzhou
b_youzhou;Youzhou;;;;;;;;;;;;;x
#Xiazhou
b_xiazhou;Xiazhou;;;;;;;;;;;;;x
b_shizhou_xiazhou;Shizhou;;;;;;;;;;;;;x
b_longzhou;Longzhou;;;;;;;;;;;;;x
#Suizhou
b_suizhou;Suizhou;;;;;;;;;;;;;x
#Yinzhou
b_yinzhou;Yinzhou;;;;;;;;;;;;;x
b_miledong;Miledong;;;;;;;;;;;;;x
b_yongle;Yongle;;;;;;;;;;;;;x
b_rulin;Rulin;;;;;;;;;;;;;x
b_funing;Funing;;;;;;;;;;;;;x
b_zhenxiang;Zhenxiang;;;;;;;;;;;;;x
b_kaiguang;Kaiguang;;;;;;;;;;;;;x
#Huizhou
b_huizhou;Huizhou;;;;;;;;;;;;;x
b_xian;Xi'an;;;;;;;;;;;;;x
b_pingxi;Pingxi;;;;;;;;;;;;;x
b_fuwen;Fuwen;;;;;;;;;;;;;x
b_huining;Huining;;;;;;;;;;;;;x
b_huichuan;Huichuan;;;;;;;;;;;;;x
b_dewei;Dewei;;;;;;;;;;;;;x
#Shengzhou
b_ningbian;Ningbian;;;;;;;;;;;;;x
b_fugu;Fugu;;;;;;;;;;;;;x
b_jinsu;Jinsu;;;;;;;;;;;;;x
b_heqing;Heqing;;;;;;;;;;;;;x
#Linzhou
b_xinqin;Xinqin;;;;;;;;;;;;;x
b_wuer;Wu'er;;;;;;;;;;;;;x
b_dahe;Dahe;;;;;;;;;;;;;x
########################################;;;;;;;;;;;;;;
#Liao;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;
##Shangjing
#Linhuang
b_linhuang;Linhuang;;;;;;;;;;;;;x
