b_aabenraa_adj_bavarian;Apenradisch;Apenradisch;Apenradisch;;Apenradisch;;;;;;;;;x
b_aabenraa_adj_franconian;Apenradisch;Apenradisch;Apenradisch;;Apenradisch;;;;;;;;;x
b_aabenraa_adj_german;Apenradisch;Apenradisch;Apenradisch;;Apenradisch;;;;;;;;;x
b_aabenraa_adj_low_frankish;Apenradisch;Apenradisch;Apenradisch;;Apenradisch;;;;;;;;;x
b_aabenraa_adj_low_german;Apenradisch;Apenradisch;Apenradisch;;Apenradisch;;;;;;;;;x
b_aabenraa_adj_swabian;Apenradisch;Apenradisch;Apenradisch;;Apenradisch;;;;;;;;;x
b_aabenraa_adj_thuringian;Apenradisch;Apenradisch;Apenradisch;;Apenradisch;;;;;;;;;x
b_aachen_adj_bavarian;Akenisch;Akenisch;Akenisch;;Akenisch;;;;;;;;;x
b_aachen_adj_franconian;Akenisch;Akenisch;Akenisch;;Akenisch;;;;;;;;;x
b_aachen_adj_german;Akenisch;Akenisch;Akenisch;;Akenisch;;;;;;;;;x
b_aachen_adj_low_frankish;Akenisch;Akenisch;Akenisch;;Akenisch;;;;;;;;;x
b_aachen_adj_low_german;Akenisch;Akenisch;Akenisch;;Akenisch;;;;;;;;;x
b_aachen_adj_low_saxon;Akenisch;Akenisch;Akenisch;;Akenisch;;;;;;;;;x
b_aachen_adj_saxon;Akenisch;Akenisch;Akenisch;;Akenisch;;;;;;;;;x
b_aachen_adj_swabian;Akenisch;Akenisch;Akenisch;;Akenisch;;;;;;;;;x
b_aachen_adj_thuringian;Akenisch;Akenisch;Akenisch;;Akenisch;;;;;;;;;x
b_aalborg_adj_bavarian;Aalbërcis;Aalbërcis;Aalbërcis;;Aalbërcis;;;;;;;;;x
b_aalborg_adj_german;Aalbërcis;Aalbërcis;Aalbërcis;;Aalbërcis;;;;;;;;;x
b_aalborg_adj_low_frankish;Aalbërcis;Aalbërcis;Aalbërcis;;Aalbërcis;;;;;;;;;x
b_aalborg_adj_low_saxon;Alburgisch;Alburgisch;Alburgisch;;Alburgisch;;;;;;;;;x
b_aalborg_adj_swabian;Alburgisch;Alburgisch;Alburgisch;;Alburgisch;;;;;;;;;x
b_aalborg_adj_thuringian;Aalbërcis;Aalbërcis;Aalbërcis;;Aalbërcis;;;;;;;;;x
b_aardenburg_adj_bavarian;Aardernbërcis;Aardernbërcis;Aardernbërcis;;Aardernbërcis;;;;;;;;;x
b_aardenburg_adj_german;Aardernbërcis;Aardernbërcis;Aardernbërcis;;Aardernbërcis;;;;;;;;;x
b_aardenburg_adj_low_frankish;Aardernbërcis;Aardernbërcis;Aardernbërcis;;Aardernbërcis;;;;;;;;;x
b_aardenburg_adj_low_german;Aardernbërcis;Aardernbërcis;Aardernbërcis;;Aardernbërcis;;;;;;;;;x
b_aardenburg_adj_low_saxon;Erthanburgisch;Erthanburgisch;Erthanburgisch;;Erthanburgisch;;;;;;;;;x
b_aardenburg_adj_swabian;Aardernbërcis;Aardernbërcis;Aardernbërcis;;Aardernbërcis;;;;;;;;;x
b_aardenburg_adj_thuringian;Aardernbërcis;Aardernbërcis;Aardernbërcis;;Aardernbërcis;;;;;;;;;x
b_aarhus_adj_bavarian;Arenhusenisch;Arenhusenisch;Arenhusenisch;;Arenhusenisch;;;;;;;;;x
b_aarhus_adj_franconian;Arenhusenisch;Arenhusenisch;Arenhusenisch;;Arenhusenisch;;;;;;;;;x
b_aarhus_adj_german;Arenhusenisch;Arenhusenisch;Arenhusenisch;;Arenhusenisch;;;;;;;;;x
b_aarhus_adj_low_frankish;Arenhusenisch;Arenhusenisch;Arenhusenisch;;Arenhusenisch;;;;;;;;;x
b_aarhus_adj_low_saxon;Oarhoesisch;Oarhoesisch;Oarhoesisch;;Oarhoesisch;;;;;;;;;x
b_aarhus_adj_swabian;Arenhusenisch;Arenhusenisch;Arenhusenisch;;Arenhusenisch;;;;;;;;;x
b_aarhus_adj_thuringian;Arenhusenisch;Arenhusenisch;Arenhusenisch;;Arenhusenisch;;;;;;;;;x
b_aarschot_adj_bavarian;Aarsotis;Aarsotis;Aarsotis;;Aarsotis;;;;;;;;;x
b_aarschot_adj_german;Aarsotis;Aarsotis;Aarsotis;;Aarsotis;;;;;;;;;x
b_aarschot_adj_low_frankish;Aarsotis;Aarsotis;Aarsotis;;Aarsotis;;;;;;;;;x
b_aarschot_adj_low_saxon;Arnskotisch;Arnskotisch;Arnskotisch;;Arnskotisch;;;;;;;;;x
b_aarschot_adj_swabian;Aarsotis;Aarsotis;Aarsotis;;Aarsotis;;;;;;;;;x
b_aarschot_adj_thuringian;Aarsotis;Aarsotis;Aarsotis;;Aarsotis;;;;;;;;;x
b_abaujvar_adj_bavarian;Neubërcis;Neubërcis;Neubërcis;;Neubërcis;;;;;;;;;x
b_abaujvar_adj_german;Neubërcis;Neubërcis;Neubërcis;;Neubërcis;;;;;;;;;x
b_abaujvar_adj_low_frankish;Neubërcis;Neubërcis;Neubërcis;;Neubërcis;;;;;;;;;x
