nick_the_eunuch;the Eunuch;le Eunuque;der Eunuch;;el Eunuco;;;;;;;;;x
nick_the_fuller;the Fuller;Toute l';die Vollste;;el Máximo;;;;;;;;;x
nick_the_virtuous;the Virtuous;le Vertueux;die Tugendhafte;;el Virtuoso;;;;;;;;;x
nick_the_oxite;the Oxite;l'Oxite;die Oxite;;la Oxite;;;;;;;;;x
nick_the_evangelist;the Evangelist;l'évangéliste;der Evangelist;;el Evangelista;;;;;;;;;x
nick_the_merciful;the Merciful;le Miséricordieux;der Barmherzige;;el Misericordioso;;;;;;;;;x
nick_the_gramatic;the Gramatic;l'Gramatic;die Gramatic;;la Gramatic;;;;;;;;;x
nick_the_builder;the Builder;le Générateur de;der Baumeister;;el Generador de;;;;;;;;;x
nick_the_philosopher;the Philosopher;le Philosophe;der Philosoph;;el Filósofo;;;;;;;;;x
nick_the_historian;the Historian;l'historien;der Historiker;;del Historiador;;;;;;;;;x
